Author,Art,Sale date,Price,Size,Style,Estimate,Provenance,Sign,Collection,Technique and performance material,Painted,Image,Urls,Found
Pierre Bonnard,Terrasse à Vernon,02.09.2011,"11,590,311",120 x 105 cm,Impressionist/Modern Evening Sale,"GBP 3,000,000 - GBP 4,000,000","Galerie Bernheim-Jeune, Paris, by whom acquired directly from the artist in 1923.
Galerie d'Art Moderne, Lausanne.
M. Léon Delaroche, by whom acquired from the above, by 1935, and thence by descent to the present owner.
","
signed and dated 'Bonnard 23' (lower right) 
",-,oil on canvas ,1923,https://www.christies.com/img/LotImages/2011/CKS/2011_CKS_07951_0010_000(pierre_bonnard_terrasse_a_vernon).jpg,https://www.christies.com/lotfinder/paintings/pierre-bonnard-terrasse-a-vernon-5407008-details.aspx?from=searchresults&intObjectID=5407008,1
Jeff Koons,Aqualung,05.12.2014,"11,589,000",-,-,-,-,-,-,-,-,-,-,0
Henri Matisse,L′artiste et le modèle nu,06.24.2014,"11,579,896",60 x 73 cm,Impressionist/Modern Evening Sale,"GBP 7,000,000 - GBP 10,000,000","Galerie Bernheim-Jeune, Paris, by 1921.
John Quinn, New York, by whom acquired from the above on 21 September 1921, and thence by descent.
Dr & Mrs Harry Bakwin, New York, by whom acquired from the estate of the above in the 1920s.
Dr Ruth Morris Bakwin, by descent from the above; her sale; Sotheby’s, New York, 13 November 1985, lot 38.
Acquired at the above sale by the present owner.","
signed 'Henri-Matisse' (lower right)
",-,oil on canvas,1921,https://www.christies.com/img/LotImages/2014/CKS/2014_CKS_01532_0007_000(henri_matisse_lartiste_et_le_modele_nu).jpg,https://www.christies.com/lotfinder/paintings/henri-matisse-lartiste-et-le-modele-nu-5812197-details.aspx?from=searchresults&intObjectID=5812197,1
,Portrait d′Alfred et Elisabeth Dedreux,02.23.2009,"11,576,368","99,2 x 79,4 cm",Collection Yves Saint Laurent et Pierre Bergé,"EUR 4,000,000 - EUR 6,000,000","Collection Becq de Fouquières, Paris (vers 1883); sa vente, Paris, Hôtel Drouot, 8 mai 1925, lot 6; d'où acquis par
Hector Brame, Paris; d'où probablement acquis par
Vicomte de Beuret; sa vente, galerie Georges Petit, Paris, 11 mai 1931; d'où acquis par
la baronne de Forest.
Galerie Schmit, Paris, 1974.
Galerie Alain Tarica, Paris; d'où acquis en 1984 par
Yves Saint Laurent et Pierre Bergé. 
",-,"Collection Becq de Fouquières, Paris (vers 1883); sa vente, Paris, Hôtel Drouot, 8 mai 1925, lot 6; d'où acquis par
",huile sur toile ,-,https://www.christies.com/img/LotImages/2009/PAR/2009_PAR_01209_0083_000().jpg,https://www.christies.com/lotfinder/paintings/theodore-gericault-portrait-dalfred-et-elisabeth-5157401-details.aspx?from=searchresults&intObjectID=5157401,1
Paul Cézanne,Le château noir,11.19.1998,"11,552,500",-,-,-,-,-,-,-,-,-,-,0
Jackson Pollock,"Number 8, 1950",05.02.1989,"11,550,000",-,-,-,-,-,-,-,-,-,-,0
Vincent van Gogh,Carriere pres de Saint-Remy,11.15.1989,"11,550,000",-,-,-,-,-,-,-,-,-,-,0
Edgar Degas,Petite danseuse de quatorze ans,06.27.2000,"11,530,460",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Homme à lépée,06.24.2009,"11,524,964",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Nu accroupi,02.06.2013,"11,516,326",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,Trois hommes qui marchent IREPEAT SALE,11.06.2008,"11,506,500",-,-,-,-,-,-,-,-,-,-,0
Giacomo Balla,Automobile in Corsa,11.06.2013,"11,477,000",-,-,-,-,-,-,-,-,-,-,0
Marc Chagall,Le violoncelliste,02.05.2014,"11,458,816",-,-,-,-,-,-,-,-,-,-,0
Leonardo da Vinci,Horse and rider,07.10.2001,"11,458,773",120 x 78 mm,Old Master Drawings incl.Leonardo da Vinci's Horse and Rider,,"J. Richardson, Sen. (L. 2184).
The Duke of Rutland (?).
Robert S. Holford, and thence by descent to
Lt-Col. Sir George Holford, K.C.V.O.; Sotheby's London, 29 May 1928, lot 49 (£2,500 to Durlacher, for John Nicholas Brown).
John Nicholas Brown, Newport, Rhode Island, and thence by descent to
J. Carter Brown, Washington, D.C.
",-,-,silverpoint on prepared paper,-,https://www.christies.com/img/LotImages/2001/CKS/2001_CKS_06475_0030_000().jpg,https://www.christies.com/lotfinder/lot/leonardo-da-vinci-horse-and-rider-2095542-details.aspx?from=searchresults&intObjectID=2095542,1
Andrea del Sarto,"Head of Saint Joseph looking down, with a subsidiary study of his features",07.05.2005,"11,436,610",373 x 225 mm,Old Master and 19th Century Drawings including Andrea del   ,,"An unidentified 16th Century Florentine Collector, with associated inscription 'turpilio' (verso).
Giorgio Vasari (1511-1574), part of his mount and inscription 'ANDREA DEL SARTO'.
Niccoló Gaddi (d. 1591).
Abbé Quesnel.
Pierre Crozat (cf. L. 2951), perhaps his number '4'; Paris, 10 April-13 May 1741, part of lot 23 ('deux autre têtes; l'une de femme encore à la sanguine, & l'autre de vieillard à la pierre noire. cette dernière vient pareillement du livre de Vasari', 8 livres to Mariette).
Pierre-Jean Mariette (L. 1852); Paris, 15 November 1775-30 January 1776, part of lot 704 ('six grosses Têtes diverses, à la sanguine & pierre noire', 29 livres 19 sols to Joullain).
Sir George Donaldson, London (1845-1925).
Purchased from Otto Wertheimer, Paris, between 1948 and 1950, by the father of the present owner. 
",-,-,"black and red chalk (recto); red chalk (verso), watermark acorn (similar to Briquet 7435, Florence 1530), on part of Giorgio Vasari's mount",-,https://www.christies.com/img/LotImages/2005/CKS/2005_CKS_07066_0014_000().jpg,https://www.christies.com/lotfinder/lot/andrea-dangiolo-called-andrea-del-sarto-head-4539342-details.aspx?from=searchresults&intObjectID=4539342,1
Amedeo Modigliani,Les deux fillesREPEAT SALE,02.04.2015,"11,431,338",100 x 65.1 cm,Impressionist/Modern Evening Sale,"GBP 6,000,000 - GBP 8,000,000","Leopold Zborowski, Paris.
Jonas Netter, Paris, by whom acquired from the above before 1926, and thence by descent; sale Christie's, London, 4 February 2009, Lot 10.
Acquired at the above sale by the present owner.",-,-,oil on canvas,1918,https://www.christies.com/img/LotImages/2015/CKS/2015_CKS_10378_0015_000(amedeo_modigliani_les_deux_filles).jpg,https://www.christies.com/lotfinder/paintings/amedeo-modigliani-les-deux-filles-5869242-details.aspx?from=searchresults&intObjectID=5869242,1
Pompeo Girolamo Batoni,Susanna and the Elders,01.31.2013,"11,394,500",-,-,-,-,-,-,-,-,-,-,0
Rembrandt Harmensz van Rijn,Self-portrait with shaded eyes,07.10.2003,"11,381,592",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Flowers,11.13.2013,"11,365,000",-,-,-,-,-,-,-,-,-,-,0
Pierre-Auguste Renoir,Jeunes filles jouant au volant,05.06.2014,"11,365,000",54.6 x 65.2 cm,Impressionist and Modern Art Evening Sale including Property from the Estate of Edgar M. Bronfman,"USD 10,000,000 - USD 15,000,000","M. Lacotte, Limoges.
Galerie Durand-Ruel et Cie., Paris (acquired from the above, 6 December 1905).
Durand-Ruel Galleries, New York (acquired from the above, 1931).
The Minneapolis Institute of Arts (acquired from the above, 16 December 1931).
M. Knoedler & Co., Inc., New York (acquired from the above, 1958).
Acquired from the above by the late owner, 29 April 1958.
","
signed 'Renoir.' (lower right) 
",-,oil on canvas ,1887,https://www.christies.com/img/LotImages/2014/NYR/2014_NYR_02844_0010_000(pierre-auguste_renoir_jeunes_filles_jouant_au_volant).jpg,https://www.christies.com/lotfinder/paintings/pierre-auguste-renoir-jeunes-filles-jouant-au-volant-5790362-details.aspx?from=searchresults&intObjectID=5790362,1
Jackson Pollock,"Number 5, 1951 Elegant Lady"";1951""",05.13.2014,"11,365,000",147.3 x 140.9 cm,Post-War and Contemporary Evening Sale,"USD 12,000,000 - USD 18,000,000","Collection of the Artist
Martha Jackson, New York, 1954
Mr. and Mrs. David K. Anderson, New York, by descent
Knoedler & Co., New York
Galerie Alfred Schmela, Düsseldorf
Acquired from the above by the present owner, 1980
","
signed and dated 'Jackson Pollock--51' (lower left); signed again and dated again, 'Jackson Pollock 51' (lower center)
","Collection of the Artist
",oil on canvas ,1951,https://www.christies.com/img/LotImages/2014/NYR/2014_NYR_02847_0030_000(jackson_pollock_number_5_1951_elegant_lady).jpg,https://www.christies.com/lotfinder/paintings/jackson-pollock-number-5-1951-elegant-5792528-details.aspx?from=searchresults&intObjectID=5792528,1
Andy Warhol,12 Mona Lisas,05.14.2014,"11,365,000",-,-,-,-,-,-,-,-,-,-,0
Jean-Michel Basquiat and Andy Warhol,Zenith,05.15.2014,"11,365,000",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Homme assis,11.04.2014,"11,365,000",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Self-portrait,11.11.2014,"11,365,000",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Self-PortraitREPEAT SALE,11.12.2014,"11,365,000",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Five Deaths on Orange,11.12.2014,"11,365,000",76.6 x 76.6 cm,Post-War & Contemporary Art Evening Sale,"USD 8,000,000 - USD 12,000,000","Stable Gallery, New York
Ileana and Michael Sonnabend, Paris
Gagosian Gallery, New York
Acquired from the above by the present owner",-,-,acrylic and silkscreen ink on linen,1963,https://www.christies.com/img/LotImages/2014/NYR/2014_NYR_02891_0026_000(andy_warhol_five_deaths_on_orange).jpg,https://www.christies.com/lotfinder/paintings/andy-warhol-five-deaths-on-orange-5846081-details.aspx?from=searchresults&intObjectID=5846081,1
Robert Ryman,Link,11.12.2014,"11,365,000",193 x 182.9 cm,Post-War & Contemporary Art Evening Sale,"USD 8,000,000 - USD 12,000,000","Pace Wildenstein, New York
Private collection, USA
Anthony Meier Fine Art, San Francisco
Acquired from the above by the present owner","
signed, titled and dated 'RYMAN 02 ""LINK""' (on the overlap)
","
Private collection, USA
",Link,2002,https://www.christies.com/img/LotImages/2014/NYR/2014_NYR_02891_0034_000(robert_ryman_link).jpg,https://www.christies.com/lotfinder/paintings/robert-ryman-link-5846089-details.aspx?from=searchresults&intObjectID=5846089,1
Edouard Manet,Bouquet de pivoines,06.22.2010,"11,361,062",-,-,-,-,-,-,-,-,-,-,0
Egon Schiele,Selbstbildnis mit Kariertem Hemd,11.07.2007,"11,353,000",-,-,-,-,-,-,-,-,-,-,0
Amedeo Modigliani,Garçon à la veste bleueREPEAT SALE,06.21.2004,"11,333,824",-,-,-,-,-,-,-,-,-,-,0
Egon Schiele,Selbstbildnis mit Modell,05.08.2013,"11,323,750",-,-,-,-,-,-,-,-,-,-,0
René Magritte,Les jours gigantesques,06.20.2012,"11,314,197",-,-,-,-,-,-,-,-,-,-,0
Egon Schiele,Porträt des Malers Anton PeschkaREPEAT SALE,02.05.2001,"11,312,041",-,-,-,-,-,-,-,-,-,-,0
Kees van Dongen,La gitane,02.02.2010,"11,310,178",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,"Santa Maria della salute et le grand canal, Venise",04.04.1989,"11,309,624",-,-,-,-,-,-,-,-,-,-,0
Peter Doig,Jetty,06.25.2013,"11,302,082",200 x 250cm,Post-War and Contemporary Art Evening Auction,"GBP 4,000,000 - GBP 6,000,000","Gavin Brown's enterprise, New York.
Acquired from the above by the present owner in 1994.
","
signed twice, titled, inscribed and dated 'PURPLE 'JETTY' PETER DOIG JULY. AUG. SEPT. 94 Peter Doig' (on the reverse)
",-,oil on canvas ,1994,https://www.christies.com/img/LotImages/2013/CKS/2013_CKS_01134_0009_000(peter_doig_jetty).jpg,https://www.christies.com/lotfinder/paintings/peter-doig-jetty-5698826-details.aspx?from=searchresults&intObjectID=5698826,1
,Abstraktes BildREPEAT SALE,11.09.2010,"11,282,500",-,-,-,-,-,-,-,-,-,-,0
Paul Gauguin,Jeune tahitienne,05.03.2011,"11,282,500",-,-,-,-,-,-,-,-,-,-,0
Alexej Jawlensky,Frau mit grünem Fächer,05.03.2011,"11,282,500",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,La Jambe,11.07.2012,"11,282,500",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Femme au chapeau,02.04.2008,"11,268,375",-,-,-,-,-,-,-,-,-,-,0
Peter Doig,White Canoe,02.07.2007,"11,259,368",-,-,-,-,-,-,-,-,-,-,0
Canaletto,Le retour du bucentaure le jour de l′ascension,12.15.1993,"11,259,300",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,Annette au manteau,11.06.2007,"11,241,000",-,-,-,-,-,-,-,-,-,-,0
,Düsenjäger,11.13.2007,"11,241,000",-,-,-,-,-,-,-,-,-,-,0
Jean-Michel Basquiat,Untitled,05.15.2008,"11,241,000",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,"Nymphéas, temps gris",05.02.2006,"11,216,000",100 x 73 cm,Impressionist and Modern Art Evening Sale,"USD 10,000,000 - USD 15,000,000","Galerie Bernheim-Jeune, Paris (acquired from the artist, 1923).
Henri Canonne, Paris (acquired from the above, January 1924).
Anon, sale, Paris, Galliéra, 8 December 1961, lot 68.
Fritz and Peter Nathan, Zurich.
Acquavella Galleries, Inc., New York.
Aristotle Onassis, Paris (acquired from the above, 1968).
By descent from the above to the present owner.
","
signed and dated 'Claude Monet' (lower right) 
",-,oil on canvas ,1907,https://www.christies.com/img/LotImages/2006/NYR/2006_NYR_01655_0011_000().jpg,https://www.christies.com/lotfinder/lot/claude-monet-nympheas-temps-gris-4701798-details.aspx?from=searchresults&intObjectID=4701798,1
Egon Schiele,Kniender Halbakt nach links gebeugt,11.08.2006,"11,216,000",-,-,-,-,-,-,-,-,-,-,0
Willem de Kooning,Spike′s Folly I,11.12.2003,"11,208,000",-,-,-,-,-,-,-,-,-,-,0
Vincent van Gogh,Le pont de TrinquetailleREPEAT SALE,11.03.2004,"11,207,500",-,-,-,-,-,-,-,-,-,-,0
Zhang Daqian,Fairy scattering flowers,12.03.2010,"11,178,986",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,La maternité,11.27.1989,"11,164,897",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Three Marilyns,06.20.2007,"11,159,634",-,-,-,-,-,-,-,-,-,-,0
Canaletto,"The Campo Santi Giovanni e Paolo, Venice, with the west end of the church and the Scuola di San Marco",12.13.2000,"11,155,155",47 x 77.8 cm,IMPORTANT OLD MASTER PICTURES,"GBP 3,000,000 - GBP 4,000,000","Commissioned or sold through Joseph Smith (c. 1674-1770; British Consul 1744-1760), Palazzo Valmarana, later Mangilli-Valmarana, on the Grand Canal near the Church of Santi Apostoli, Venice.
Thomas Brand (c. 1717-1770), The Hoo, Kimpton, Hertfordshire, by whom acquired as one of a set of four (see below), thence to his son
Thomas Brand (1749-1794), husband of Gertrude, Baroness Dacre in her own right (d. 1819), and by descent at The Hoo through the Barons Dacre, subsequently created Viscounts Hampden, until
Thomas, 25th Baron Dacre and 3rd Viscount Hampden (1869-1958), by whom removed from The Hoo in 1938 and sold in 1953 to the
Matthiesen Gallery, London.
Private collection, Geneva, from which acquired by the present owner c. 1973.
",-,"
Private collection, Geneva, from which acquired by the present owner c. 1973.
",oil on canvas ,-,https://www.christies.com/img/LotImages/2000/CKS/2000_CKS_06405_0104_000().jpg,https://www.christies.com/lotfinder/lot/giovanni-antonio-canal-il-canaletto-the-campo-1960708-details.aspx?from=searchresults&intObjectID=1960708,1
Claude Monet,"Le pont japonais, bassin aux nymphéas",11.28.1988,"11,154,130",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Mao,06.28.2011,"11,146,363",127 x 106.7cm,Post-War and Contemporary Art Evening Auction,"GBP 6,000,000 - GBP 8,000,000","Leo Castelli Gallery, New York.
Knoedler and Company, New York.
Todd Brassner, New York.
Irving Galleries Fine Arts, Milwaukee.
Dr. and Mrs. Donald M. Levy, Milwaukee.
Armand P. Bartos, New York.
Acquired from the above by the present owner. 
","
signed and dated 'Andy Warhol 73' (on the overlap) 
",-,acrylic and silkscreen ink on canvas ,1973,https://www.christies.com/img/LotImages/2011/CKS/2011_CKS_07977_0010_000(andy_warhol_mao).jpg,https://www.christies.com/lotfinder/paintings/andy-warhol-mao-5459629-details.aspx?from=searchresults&intObjectID=5459629,1
Pablo Picasso,Femme nue couchée au collierREPEAT SALE,05.06.2014,"11,141,000",-,-,-,-,-,-,-,-,-,-,0
John Singer Sargent,Cashmere,12.05.1996,"11,112,500",-,-,-,-,-,-,-,-,-,-,0
Richard Diebenkorn,Ocean Park No. 46,05.14.2013,"11,085,000",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,Buste,02.05.2008,"11,079,692",-,-,-,-,-,-,-,-,-,-,0
,Studio painting,05.11.2010,"11,058,500",-,-,-,-,-,-,-,-,-,-,0
Franz Kline,De Medici,11.14.2012,"11,058,500",209.6 x 290.8 cm,Post-War & Contemporary Art Evening Sale,"USD 5,000,000 - USD 7,000,000","Sidney Janis Gallery, New York
Signa Gallery, East Hampton, 1960
Galerie Beyeler, Basel
Robert Elkon Gallery, New York
Acquired from the above by the present owner, 1963 
","
signed and dated 'FRANZ KLINE -56' (on the reverse) 
",-,oil and charcoal on canvas ,1956,https://www.christies.com/img/LotImages/2012/NYR/2012_NYR_02597_0026_000(franz_kline_de_medici).jpg,https://www.christies.com/lotfinder/paintings/franz-kline-de-medici-5621936-details.aspx?from=searchresults&intObjectID=5621936,1
Kees van Dongen,L�Ouled Naïl,02.04.2008,"11,048,217",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Homme assis au fusil,02.04.2008,"11,048,217",-,-,-,-,-,-,-,-,-,-,0
Bernardo Bellotto,"The Grand Canal at the Church of San Stae, Venice",04.19.2007,"11,016,000",-,-,-,-,-,-,-,-,-,-,0
Joan Miró,Paysage sur les bords du fleuve amour,11.06.2001,"11,006,000",-,-,-,-,-,-,-,-,-,-,0
Mark Rothko,No.2,11.14.2000,"11,005,750",-,-,-,-,-,-,-,-,-,-,0
Edgar Degas,Danseuses,05.13.1997,"11,002,500",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Les femmes d′Alger,11.10.1997,"11,002,500",114 x 146.4cm,The Collection of Victor and Sally Ganz,"USD 10,000,000 - USD 12,000,000","Galerie Louise Leiris, Paris
The entire series was acquired from the above by the late owners on June 6, 1956 for $212,500. 
","
signed 'Picasso' upper right--dated '14.2.55' on the reverse 
",-,oil on canvas ,1955,-,https://www.christies.com/lotfinder/lot/pablo-picasso-les-femmes-dalger-315763-details.aspx?from=searchresults&intObjectID=315763,1
Paul Cézanne,L′Estaque vu à travers les pins,11.16.1998,"11,002,500",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Femme nue,11.17.1998,"11,002,500",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,Les Trois Peupliers Temps Gris,11.11.1999,"11,002,500",-,-,-,-,-,-,-,-,-,-,0
Paul Gauguin,Entre Les Lys,11.15.1989,"11,000,000",-,-,-,-,-,-,-,-,-,-,0
Henri Matisse,L′Asie,11.10.1992,"11,000,000",-,-,-,-,-,-,-,-,-,-,0
Zao Wou-Ki,15.01.82,10.05.2013,"10,992,327",-,-,-,-,-,-,-,-,-,-,0
Berthe Morisot,Après le déjeunerREPEAT SALE,02.06.2013,"10,987,798",-,-,-,-,-,-,-,-,-,-,0
Joan Miró,PeintureREPEAT SALE,05.08.2013,"10,987,750",-,-,-,-,-,-,-,-,-,-,0
,"The Blue Rigi: Lake of Lucerne, Sunrise",06.05.2006,"10,978,740",29.7 x 45 cm,"British Art on Paper Including 'The Blue Rigi' by J.M.W. Turner, R.A.",,"Elhanan Bicknell, purchased from the artist through Thomas Griffith, 1842.
Elhanan Bicknell (+); Christie's, London, 29 April 1863, lot 125 (296 gns to Holmes for Agnew's).
with Agnew's, London, sold 19 May 1863 to J.E. Taylor.
J.E. Taylor (+); Christie's, London, 5 July 1912, lot 46 (2700 gns to Agnew's).
with Agnew's, London.
Walter H. Jones.
His widow by 1933.
Mrs Walter H. Jones (+); Christie's, London, 3 July 1942, lot 42 (1500 gns to Agnew's).
with Agnew's, London where purchased by the family of the present owner. 
",-,-,"watercolour, bodycolour, pen and brown ink, heightened with white chalk and with scratching out, watermark 'J WHATMAN/TURKEY MILL'",-,https://www.christies.com/img/LotImages/2006/CKS/2006_CKS_07235_0053_000().jpg,https://www.christies.com/lotfinder/lot/joseph-mallord-william-turner-ra-the-blue-4717362-details.aspx?from=searchresults&intObjectID=4717362,1
Pablo Picasso,Femme au chien,06.20.2012,"10,962,651",-,-,-,-,-,-,-,-,-,-,0
Henri Matisse,Robe jaune et robe arlequin,11.02.2005,"10,936,000",-,-,-,-,-,-,-,-,-,-,0
Jasper Johns,0 Through 9REPEAT SALE,11.09.2004,"10,928,000",-,-,-,-,-,-,-,-,-,-,0
Brice Marden,The attended,11.13.2013,"10,917,000",-,-,-,-,-,-,-,-,-,-,0
Natalia Sergeevna Goncharova,Les fleurs,06.24.2008,"10,883,776",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Mousquetaire. Buste,06.25.2008,"10,875,482",-,-,-,-,-,-,-,-,-,-,0
Li Keran,Jinggang Mountains,11.26.2013,"10,851,253",-,-,-,-,-,-,-,-,-,-,0
Nikolai Fechin,The little cowboy,12.02.2010,"10,844,128",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Self-Portrait,07.01.2014,"10,836,329",-,-,-,-,-,-,-,-,-,-,0
Edvard Munch,Summer Day,02.07.2006,"10,835,326",-,-,-,-,-,-,-,-,-,-,0
Maurice de Vlaminck,LES PECHEURS A NANTERRE,03.25.1990,"10,808,900",-,-,-,-,-,-,-,-,-,-,0
Roy Lichtenstein,Woman with Peanuts,11.11.2013,"10,805,000",-,-,-,-,-,-,-,-,-,-,0
Jean-Michel Basquiat,Blue HeadsREPEAT SALE,11.12.2013,"10,805,000",182.8 x 297.1 cm,Post-War and Contemporary Evening Sale,"USD 8,000,000 - USD 12,000,000","Galerie Bruno Bischofberger, Zurich
Mary Boone Gallery, New York
Private collection, Geneva, 1983
Anon. sale; Sotheby's, New York, 18 November 1999, lot 95
The Mugrabi Collection, New York
Anon. sale; Phillips de Pury, New York, 13 May 2004, lot 26
Acquired at the above sale by the present owner",-,"
Private collection, Geneva, 1983
",acrylic and oilstick on canvas,1983,https://www.christies.com/img/LotImages/2013/NYR/2013_NYR_02791_0033_000(jean-michel_basquiat_blue_heads).jpg,https://www.christies.com/lotfinder/paintings/jean-michel-basquiat-blue-heads-5739120-details.aspx?from=searchresults&intObjectID=5739120,1
René Magritte,Les chasseurs au bord de la nuit,02.04.2014,"10,775,583",-,-,-,-,-,-,-,-,-,-,0
Pieter Brueghel II,The Battle between Carnival and LentREPEAT SALE,12.06.2011,"10,747,701",119.4 x 171.2 cm,Old Master & British Paintings (Evening Sale),"GBP 3,500,000 - GBP 4,500,000","A.J.H. Repelaer van Spijkenisse collection, where first recorded in 1884.
Anonymous sale; Christie's, Amsterdam, 6 May 1993, lot 98, as 'Attributed to Pieter Brueghel II'.
with Johnny van Haeften, London.
Private collection from 1996; Christie's, London, 7 December 2006, lot 31 (sold £3,256,000 to the present owner).
",-,"A.J.H. Repelaer van Spijkenisse collection, where first recorded in 1884.
",oil on canvas ,-,https://www.christies.com/img/LotImages/2011/CKS/2011_CKS_08007_0017_000(pieter_brueghel_ii_the_battle_between_carnival_and_lent).jpg,https://www.christies.com/lotfinder/paintings/pieter-brueghel-ii-the-battle-between-carnival-5520523-details.aspx?from=searchresults&intObjectID=5520523,1
Jean-Michel Basquiat,Untitled,02.12.2013,"10,731,033",-,-,-,-,-,-,-,-,-,-,0
Edgar Degas,Danseuses,11.03.2009,"10,722,500",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Le peintre et son modèle,05.04.2010,"10,722,500",-,-,-,-,-,-,-,-,-,-,0
,Spider,11.08.2011,"10,722,500",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Ten-Foot Flowers,05.09.2012,"10,722,500",-,-,-,-,-,-,-,-,-,-,0
Johannes,Saint Praxedis,07.08.2014,"10,699,021",-,-,-,-,-,-,-,-,-,-,0
,Pope′s Villa at Twickenham,07.09.2008,"10,692,026",-,-,-,-,-,-,-,-,-,-,0
Mark Rothko,Untitled,11.13.2007,"10,681,000",-,-,-,-,-,-,-,-,-,-,0
Tom Wesselmann,Great American Nude no. 48,05.14.2008,"10,681,000",-,-,-,-,-,-,-,-,-,-,0
