Author,Art,Sale date,Price,Genre,Style,Image,Dimensions,Media,Location,Found,Url
Paul Signac,"La Corne d′Or, les minarets",06.20.2012,"9,732,242",,,,,,,0,"https://www.wikiart.org/en/Search/Paul Signac La Corne d′Or, les minarets"
Pablo Picasso,Homme assis,06.19.2012,"9,726,661",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Homme assis
Canaletto,"Venice, the entrance to the Grand Canal, with the Church of Santa Maria Della Salute seen from the Piazzetta; Venice, a view of the Church of SS. Giovanni E Paolo and the Scuola di San Marco, with the monument to Bartolommeo Colleoni",12.05.2007,"9,716,879",,,,,,,0,"https://www.wikiart.org/en/Search/Canaletto Venice, the entrance to the Grand Canal, with the Church of Santa Maria Della Salute seen from the Piazzetta; Venice, a view of the Church of SS. Giovanni E Paolo and the Scuola di San Marco, with the monument to Bartolommeo Colleoni"
Pablo Picasso,Homme assis sur une chaise,02.02.2010,"9,703,829",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Homme assis sur une chaise
Sir Stanley Spencer,Christ Preaching at Cookham Regatta: Conversation Between Punts,11.20.2013,"9,693,998",,,,,,,0,https://www.wikiart.org/en/Search/Sir Stanley Spencer Christ Preaching at Cookham Regatta: Conversation Between Punts
Pablo Picasso,Buste d′homme,05.07.2013,"9,685,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Buste d′homme
Paul Gauguin,Petit Breton à l′oie,11.06.2013,"9,685,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Gauguin Petit Breton à l′oie
Claude Monet,La jetee du havre,05.12.1993,"9,682,500",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet La jetee du havre
Alexander Calder,Rouge triomphant,06.27.2012,"9,676,430",,,,,,,0,https://www.wikiart.org/en/Search/Alexander Calder Rouge triomphant
Edward Hicks,The Peaceable Kingdom with the Leopard of Serenity,05.22.2008,"9,673,000",,,,,,,0,https://www.wikiart.org/en/Search/Edward Hicks The Peaceable Kingdom with the Leopard of Serenity
Zeng Fanzhi,Mask Series 1996 No. 6,05.24.2008,"9,662,114",,,,,,,0,https://www.wikiart.org/en/Search/Zeng Fanzhi Mask Series 1996 No. 6
Robert Ryman,Untitled,05.10.2006,"9,648,000",abstract,Minimalism,https://uploads5.wikiart.org/images/robert-ryman/untitled-1976.jpg,126.1 x 126.1 cm,"graphite, pastel, steel, plexiglas","Museum of Modern Art (MoMA), New York City, NY, US",1,https://www.wikiart.org/en/Search/Robert Ryman Untitled
Willem de Kooning,Woman,11.15.2006,"9,648,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Woman
Alberto Giacometti,Grande femme debout IV,11.05.2003,"9,640,000",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Grande femme debout IV
Piet Mondrian,Façade in tan and grey,11.15.1989,"9,625,000",,,,,,,0,https://www.wikiart.org/en/Search/Piet Mondrian Façade in tan and grey
Brice Marden,Cold mountain I,05.12.2010,"9,602,500",,,,,,,0,https://www.wikiart.org/en/Search/Brice Marden Cold mountain I
Mark Rothko,No. 18,11.10.2010,"9,602,500",abstract,Color Field Painting,https://uploads6.wikiart.org/images/mark-rothko/no-18.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Mark Rothko No. 18
Pablo Picasso,Couple à la guitare,05.03.2011,"9,602,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Couple à la guitare
Francis Bacon,Untitled,05.11.2011,"9,602,500",genre painting,Expressionism,https://uploads5.wikiart.org/images/francis-bacon/untitled(1).jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Untitled
Claude Monet,Les demoiselles de Giverny,05.01.2012,"9,602,500",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Les demoiselles de Giverny
Edward Hopper,October on Cape Cod,11.28.2012,"9,602,500",,,,,,,0,https://www.wikiart.org/en/Search/Edward Hopper October on Cape Cod
Frans Hals I,"Portrait of Samuel Ampzing, half length",12.05.2007,"9,601,704",,,,,,,0,"https://www.wikiart.org/en/Search/Frans Hals I Portrait of Samuel Ampzing, half length"
Pablo Picasso,Femme assise dans un fauteuil,06.18.2013,"9,601,058",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme assise dans un fauteuil
Zhang Daqian,Children playing under a pomegranate tree,05.31.2011,"9,583,530",,,,,,,0,https://www.wikiart.org/en/Search/Zhang Daqian Children playing under a pomegranate tree
Qi Baishi,Grass and insects,06.03.2011,"9,576,682",,,,,,,0,https://www.wikiart.org/en/Search/Qi Baishi Grass and insects
Giovanni Segantini,Primavera sulle alpi,11.09.1999,"9,572,500",,,,,,,0,https://www.wikiart.org/en/Search/Giovanni Segantini Primavera sulle alpi
Henri Matisse,Le Géranium,05.07.2008,"9,561,000",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse Le Géranium
Andy Warhol,Detail of the Last Supper,05.14.2008,"9,561,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Detail of the Last Supper
Jean-Michel Basquiat,Untitled,05.14.2008,"9,561,000",figurative,Neo-Expressionism,https://uploads0.wikiart.org/images/jean-michel-basquiat/untitled.jpg!Large.jpg,186.1 x 125.1 cm,,Private Collection,1,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Untitled
Paul Signac,Constantinople - Corne d′or,06.18.2007,"9,559,321",,,,,,,0,https://www.wikiart.org/en/Search/Paul Signac Constantinople - Corne d′or
Cai Guo Qiang,Drawing for Asia-pacific Economic Cooperation,11.25.2007,"9,548,228",,,,,,,0,https://www.wikiart.org/en/Search/Cai Guo Qiang Drawing for Asia-pacific Economic Cooperation
Zhang Daqian,Daoist goddess playing panpipe,05.27.2013,"9,536,352",,,,,,,0,https://www.wikiart.org/en/Search/Zhang Daqian Daoist goddess playing panpipe
Roy Lichtenstein,Yellow and White Brushstrokes,11.15.2006,"9,536,000",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Yellow and White Brushstrokes
Ernst Ludwig Kirchner,Gruppe Badender am Strand,02.05.2008,"9,534,192",,,,,,,0,https://www.wikiart.org/en/Search/Ernst Ludwig Kirchner Gruppe Badender am Strand
Auguste Rodin,"Le Penseur, taille de la porte dit moyen modèle",02.03.2015,"9,498,200",,,,,,,0,"https://www.wikiart.org/en/Search/Auguste Rodin Le Penseur, taille de la porte dit moyen modèle"
Wassily Kandinsky,Moskau II,02.03.2015,"9,498,200",,,,,,,0,https://www.wikiart.org/en/Search/Wassily Kandinsky Moskau II
Georges Braque,Femme lisant,12.02.1986,"9,484,121",,,,,,,0,https://www.wikiart.org/en/Search/Georges Braque Femme lisant
Vincent van Gogh,Deux crabes,06.21.2004,"9,480,882",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Deux crabes
Wassily Kandinsky,Herbstlandschaft,06.23.2014,"9,479,320",,,,,,,0,https://www.wikiart.org/en/Search/Wassily Kandinsky Herbstlandschaft
Chaïm Soutine,Le pâtissier de Cagnes,02.07.2005,"9,460,270",,,,,,,0,https://www.wikiart.org/en/Search/Chaïm Soutine Le pâtissier de Cagnes
Claude Monet,Nymphéas,11.13.1990,"9,460,000",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Nymphéas
